hs_code,level,description,parent,chapter,section,section_name
1513,4,"Coconut (copra), palm kernel or babassu oil and their fractions; whether or not refined but not chemically modified",15,15,III,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes
1514,4,"Rape, colza or mustard oil and their fractions; whether or not refined, but not chemically modified",15,15,III,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes
1515,4,"Fixed vegetable or microbial fats and oils n.e.c. in chapter 15 (including jojoba oil) and their fractions, whether or not refined, but not chemically modified",15,15,III,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes
1516,4,"Animal, vegetable or microbial fats and oils and their fractions, partly or wholly hydrogenated, inter-esterified, re-esterified or elaidinised, whether or not refined, but not further prepared",15,15,III,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes
1517,4,"Margarine; edible mixtures or preparations of animal, vegetable or microbial fats or oils or of fractions of different fats or oils of this Chapter, other than edible fats and oils or their fractions of heading 15.16",15,15,III,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes
1518,4,"Animal, vegetable or microbial fats, oils and their fractions; boiled, oxidised, dehydrated or otherwise chemically modified, excluding those of heading no. 1516, inedible mixtures or preparations of fats, oils or their fractions, n.e.c. in chapter 15",15,15,III,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes
1520,4,"Glycerol, crude; glycerol waters and glycerol lyes",15,15,III,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes
1521,4,"Vegetable waxes (other than triglycerides), beeswax, other insect waxes and spermaceti; whether or not refined or coloured",15,15,III,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes
1522,4,Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes,15,15,III,Animal or vegetable fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes
1601,4,"Sausages and similar products, of meat, meat offal, blood or insects; food preparations based on these products",16,16,IV,"Prepared foodstuffs; beverages, spirits and vinegar; tobacco and manufactured tobacco substitutes"
1602,4,"Prepared or preserved meat, meat offal, blood or insects",16,16,IV,"Prepared foodstuffs; beverages, spirits and vinegar; tobacco and manufactured tobacco substitutes"
1603,4,"Extracts and juices of meat, fish or crustaceans, molluscs or other aquatic invertebrates",16,16,IV,"Prepared foodstuffs; beverages, spirits and vinegar; tobacco and manufactured tobacco substitutes"
1604,4,Prepared or preserved fish; caviar and caviar substitutes prepared from fish eggs,16,16,IV,"Prepared foodstuffs; beverages, spirits and vinegar; tobacco and manufactured tobacco substitutes"
1605,4,"Crustaceans, molluscs and other aquatic invertebrates, prepared or preserved",16,16,IV,"Prepared foodstuffs; beverages, spirits and vinegar; tobacco and manufactured tobacco substitutes"
1701,4,"Cane or beet sugar and chemically pure sucrose, in solid form",17,17,IV,"Prepared foodstuffs; beverages, spirits and vinegar; tobacco and manufactured tobacco substitutes"
1702,4,"Sugars, including lactose, maltose, glucose or fructose in solid form; sugar syrups without added flavouring or colouring matter; artificial honey, whether or not mixed with natural honey; caramel",17,17,IV,"Prepared foodstuffs; beverages, spirits and vinegar; tobacco and manufactured tobacco substitutes"
1703,4,Molasses; resulting from the extraction or refining of sugar,17,17,IV,"Prepared foodstuffs; beverages, spirits and vinegar; tobacco and manufactured tobacco substitutes"
1704,4,"Sugar confectionery (including white chocolate), not containing cocoa",17,17,IV,"Prepared foodstuffs; beverages, spirits and vinegar; tobacco and manufactured tobacco substitutes"
1801,4,"Cocoa beans; whole or broken, raw or roasted",18,18,IV,"Prepared foodstuffs; beverages, spirits and vinegar; tobacco and manufactured tobacco substitutes"
1802,4,"Cocoa; shells, husks, skins and other cocoa waste",18,18,IV,"Prepared foodstuffs; beverages, spirits and vinegar; tobacco and manufactured tobacco substitutes"
1803,4,Cocoa; paste; whether or not defatted,18,18,IV,"Prepared foodstuffs; beverages, spirits and vinegar; tobacco and manufactured tobacco substitutes"
1804,4,"Cocoa; butter, fat and oil",18,18,IV,"Prepared foodstuffs; beverages, spirits and vinegar; tobacco and manufactured tobacco substitutes"
1805,4,"Cocoa; powder, not containing added sugar or other sweetening matter",18,18,IV,"Prepared foodstuffs; beverages, spirits and vinegar; tobacco and manufactured tobacco substitutes"
1806,4,Chocolate and other food preparations containing cocoa,18,18,IV,"Prepared foodstuffs; beverages, spirits and vinegar; tobacco and manufactured tobacco substitutes"
1901,4,"Malt extract; flour/groats/meal/starch/malt extract products, no cocoa (or less than 40% by weight) and food preparations of goods of headings 04.01 to 04.04, no cocoa (or less than 5% by weight), weights calculated on a totally defatted basis, n.e.c.",19,19,IV,"Prepared foodstuffs; beverages, spirits and vinegar; tobacco and manufactured tobacco substitutes"
1902,4,"Pasta; whether or not cooked or stuffed with meat or other substance, or otherwise prepared, egg spaghetti, macaroni, noodles, lasagne, gnocchi, ravioli, cannelloni; couscous, whether or not prepared",19,19,IV,"Prepared foodstuffs; beverages, spirits and vinegar; tobacco and manufactured tobacco substitutes"
1903,4,"Tapioca and substitutes therefor prepared from starch; in the form of flakes, grains, pearls, siftings or similar forms",19,19,IV,"Prepared foodstuffs; beverages, spirits and vinegar; tobacco and manufactured tobacco substitutes"
1904,4,"Prepared foods obtained by swelling or roasting cereals or cereal products (e.g. corn flakes); cereals (other than maize (corn)) in grain form or in the form of flakes or other worked grains (not flour and meal), pre-cooked or otherwise prepared, n.e.c.",19,19,IV,"Prepared foodstuffs; beverages, spirits and vinegar; tobacco and manufactured tobacco substitutes"
1905,4,"Bread, pastry, cakes, biscuits, other bakers' wares, whether or not containing cocoa; communion wafers, empty cachets suitable for pharmaceutical use, sealing wafers, rice paper and similar products",19,19,IV,"Prepared foodstuffs; beverages, spirits and vinegar; tobacco and manufactured tobacco substitutes"
2001,4,"Vegetables, fruit, nuts and other edible parts of plants; prepared or preserved by vinegar or acetic acid",20,20,IV,"Prepared foodstuffs; beverages, spirits and vinegar; tobacco and manufactured tobacco substitutes"
2002,4,Tomatoes; prepared or preserved otherwise than by vinegar or acetic acid,20,20,IV,"Prepared foodstuffs; beverages, spirits and vinegar; tobacco and manufactured tobacco substitutes"
2003,4,"Mushrooms and truffles, prepared or preserved other than by vinegar or acetic acid",20,20,IV,"Prepared foodstuffs; beverages, spirits and vinegar; tobacco and manufactured tobacco substitutes"
2004,4,"Vegetables preparations n.e.c.; prepared or preserved otherwise than by vinegar or acetic acid, frozen, other than products of heading no. 2006",20,20,IV,"Prepared foodstuffs; beverages, spirits and vinegar; tobacco and manufactured tobacco substitutes"
2005,4,"Vegetables preparations n.e.c.; prepared or preserved otherwise than by vinegar or acetic acid, not frozen, other than products of heading no. 2006",20,20,IV,"Prepared foodstuffs; beverages, spirits and vinegar; tobacco and manufactured tobacco substitutes"
2006,4,"Vegetables, fruit, nuts, fruit-peel and other parts of plants, preserved by sugar (drained, glace or crystallised)",20,20,IV,"Prepared foodstuffs; beverages, spirits and vinegar; tobacco and manufactured tobacco substitutes"
2007,4,"Jams, fruit jellies, marmalades, fruit or nut puree and fruit or nut pastes, being cooked preparations; whether or not containing added sugar or other sweetening matter",20,20,IV,"Prepared foodstuffs; beverages, spirits and vinegar; tobacco and manufactured tobacco substitutes"
2008,4,"Fruit, nuts and other edible parts of plants; prepared or preserved in ways n.e.c., whether or not containing added sugar or other sweetening matter or spirit, not elsewhere specified or included",20,20,IV,"Prepared foodstuffs; beverages, spirits and vinegar; tobacco and manufactured tobacco substitutes"
2009,4,"Fruit or nut juices (including grape must and coconut water) and vegetable juices, unfermented, not containing added spirit, whether or not containing added sugar or other sweetening matter",20,20,IV,"Prepared foodstuffs; beverages, spirits and vinegar; tobacco and manufactured tobacco substitutes"
2101,4,"Extracts, essences, concentrates of coffee, tea or mate; preparations with a basis of these products or with a basis of coffee, tea or mate; roasted chicory and other roasted coffee substitutes and extracts, essences and concentrates thereof",21,21,IV,"Prepared foodstuffs; beverages, spirits and vinegar; tobacco and manufactured tobacco substitutes"
2102,4,"Yeasts (active or inactive); other single-cell micro-organisms, dead (but not including vaccines of heading no. 3002); prepared baking powders",21,21,IV,"Prepared foodstuffs; beverages, spirits and vinegar; tobacco and manufactured tobacco substitutes"
2103,4,"Sauces and preparations therefor; mixed condiments and mixed seasonings, mustard flour and meal and prepared mustard",21,21,IV,"Prepared foodstuffs; beverages, spirits and vinegar; tobacco and manufactured tobacco substitutes"
2104,4,Soups and broths and preparations therefor; homogenised composite food preparations,21,21,IV,"Prepared foodstuffs; beverages, spirits and vinegar; tobacco and manufactured tobacco substitutes"
2105,4,Ice cream and other edible ice; whether or not containing cocoa,21,21,IV,"Prepared foodstuffs; beverages, spirits and vinegar; tobacco and manufactured tobacco substitutes"
2106,4,Food preparations not elsewhere specified or included,21,21,IV,"Prepared foodstuffs; beverages, spirits and vinegar; tobacco and manufactured tobacco substitutes"
2201,4,"Waters, including natural or artificial mineral waters and aerated waters, not containing added sugar or other sweetening matter nor flavoured; ice and snow",22,22,IV,"Prepared foodstuffs; beverages, spirits and vinegar; tobacco and manufactured tobacco substitutes"
2202,4,"Waters, including mineral and aerated waters, containing added sugar or sweetening matter, flavoured; other non-alcoholic beverages, not including fruit, nut or vegetable juices of heading no. 2009",22,22,IV,"Prepared foodstuffs; beverages, spirits and vinegar; tobacco and manufactured tobacco substitutes"
2203,4,Beer made from malt,22,22,IV,"Prepared foodstuffs; beverages, spirits and vinegar; tobacco and manufactured tobacco substitutes"
2204,4,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",22,22,IV,"Prepared foodstuffs; beverages, spirits and vinegar; tobacco and manufactured tobacco substitutes"
